Time	Node	Type	Packets	
48	1	CacheHits	0
48	1	CacheMisses	5
48	2	CacheHits	0
48	2	CacheMisses	5
48	3	CacheHits	0
48	3	CacheMisses	5
48.5	0	CacheHits	0
48.5	0	CacheMisses	5
48.5	1	CacheHits	0
48.5	1	CacheMisses	5
48.5	2	CacheHits	0
48.5	2	CacheMisses	5
48.5	3	CacheHits	0
48.5	3	CacheMisses	5
49	0	CacheHits	0
49	0	CacheMisses	5
49	1	CacheHits	0
49	1	CacheMisses	5
49	2	CacheHits	0
49	2	CacheMisses	5
49	3	CacheHits	0
49	3	CacheMisses	5
49.5	0	CacheHits	0
49.5	0	CacheMisses	5
49.5	1	CacheHits	0
49.5	1	CacheMisses	5
49.5	2	CacheHits	0
49.5	2	CacheMisses	5
49.5	3	CacheHits	0
49.5	3	CacheMisses	5
50	0	CacheHits	0
50	0	CacheMisses	5
50	1	CacheHits	0
50	1	CacheMisses	5
50	2	CacheHits	0
50	2	CacheMisses	5
50	3	CacheHits	0
50	3	CacheMisses	5
50.5	0	CacheHits	0
50.5	0	CacheMisses	5
50.5	1	CacheHits	0
50.5	1	CacheMisses	5
50.5	2	CacheHits	0
50.5	2	CacheMisses	5
50.5	3	CacheHits	0
50.5	3	CacheMisses	5
51	0	CacheHits	0
51	0	CacheMisses	5
51	1	CacheHits	0
51	1	CacheMisses	5
51	2	CacheHits	0
51	2	CacheMisses	5
51	3	CacheHits	0
51	3	CacheMisses	5
51.5	0	CacheHits	0
51.5	0	CacheMisses	5
51.5	1	CacheHits	0
51.5	1	CacheMisses	5
51.5	2	CacheHits	0
51.5	2	CacheMisses	5
51.5	3	CacheHits	0
51.5	3	CacheMisses	5
52	0	CacheHits	0
52	0	CacheMisses	5
52	1	CacheHits	0
52	1	CacheMisses	5
52	2	CacheHits	0
52	2	CacheMisses	5
52	3	CacheHits	0
52	3	CacheMisses	5
52.5	0	CacheHits	0
52.5	0	CacheMisses	5
52.5	1	CacheHits	0
52.5	1	CacheMisses	5
52.5	2	CacheHits	0
52.5	2	CacheMisses	5
52.5	3	CacheHits	0
52.5	3	CacheMisses	5
53	0	CacheHits	0
53	0	CacheMisses	5
53	1	CacheHits	0
53	1	CacheMisses	5
53	2	CacheHits	0
53	2	CacheMisses	5
53	3	CacheHits	0
53	3	CacheMisses	5
53.5	0	CacheHits	0
53.5	0	CacheMisses	5
53.5	1	CacheHits	0
53.5	1	CacheMisses	5
53.5	2	CacheHits	0
53.5	2	CacheMisses	5
53.5	3	CacheHits	0
53.5	3	CacheMisses	5
54	0	CacheHits	0
54	0	CacheMisses	5
54	1	CacheHits	0
54	1	CacheMisses	5
54	2	CacheHits	0
54	2	CacheMisses	5
54	3	CacheHits	0
54	3	CacheMisses	5
54.5	0	CacheHits	0
54.5	0	CacheMisses	5
54.5	1	CacheHits	0
54.5	1	CacheMisses	5
54.5	2	CacheHits	0
54.5	2	CacheMisses	5
54.5	3	CacheHits	0
54.5	3	CacheMisses	5
55	0	CacheHits	0
55	0	CacheMisses	5
55	1	CacheHits	0
55	1	CacheMisses	5
55	2	CacheHits	0
55	2	CacheMisses	5
55	3	CacheHits	0
55	3	CacheMisses	5
55.5	0	CacheHits	0
55.5	0	CacheMisses	5
55.5	1	CacheHits	0
55.5	1	CacheMisses	5
55.5	2	CacheHits	0
55.5	2	CacheMisses	5
55.5	3	CacheHits	0
55.5	3	CacheMisses	5
56	0	CacheHits	0
56	0	CacheMisses	5
56	1	CacheHits	0
56	1	CacheMisses	5
56	2	CacheHits	0
56	2	CacheMisses	5
56	3	CacheHits	0
56	3	CacheMisses	5
56.5	0	CacheHits	0
56.5	0	CacheMisses	5
56.5	1	CacheHits	0
56.5	1	CacheMisses	5
56.5	2	CacheHits	0
56.5	2	CacheMisses	5
56.5	3	CacheHits	0
56.5	3	CacheMisses	5
57	0	CacheHits	0
57	0	CacheMisses	5
57	1	CacheHits	0
57	1	CacheMisses	5
57	2	CacheHits	0
57	2	CacheMisses	5
57	3	CacheHits	0
57	3	CacheMisses	5
57.5	0	CacheHits	0
57.5	0	CacheMisses	5
57.5	1	CacheHits	0
57.5	1	CacheMisses	5
57.5	2	CacheHits	0
57.5	2	CacheMisses	5
57.5	3	CacheHits	0
57.5	3	CacheMisses	5
58	0	CacheHits	0
58	0	CacheMisses	5
58	1	CacheHits	0
58	1	CacheMisses	5
58	2	CacheHits	0
58	2	CacheMisses	5
58	3	CacheHits	0
58	3	CacheMisses	5
58.5	0	CacheHits	0
58.5	0	CacheMisses	5
58.5	1	CacheHits	0
58.5	1	CacheMisses	5
58.5	2	CacheHits	0
58.5	2	CacheMisses	5
58.5	3	CacheHits	0
58.5	3	CacheMisses	5
59	0	CacheHits	0
59	0	CacheMisses	5
59	1	CacheHits	0
59	1	CacheMisses	5
59	2	CacheHits	0
59	2	CacheMisses	5
59	3	CacheHits	0
59	3	CacheMisses	5
59.5	0	CacheHits	0
59.5	0	CacheMisses	5
59.5	1	CacheHits	0
59.5	1	CacheMisses	5
59.5	2	CacheHits	0
59.5	2	CacheMisses	5
59.5	3	CacheHits	0
59.5	3	CacheMisses	5
60	0	CacheHits	0
60	0	CacheMisses	5
60	1	CacheHits	0
60	1	CacheMisses	5
60	2	CacheHits	0
60	2	CacheMisses	5
60	3	CacheHits	0
60	3	CacheMisses	5
60.5	0	CacheHits	0
60.5	0	CacheMisses	6
60.5	1	CacheHits	0
60.5	1	CacheMisses	6
60.5	2	CacheHits	0
60.5	2	CacheMisses	6
60.5	3	CacheHits	0
60.5	3	CacheMisses	6
61	0	CacheHits	0
61	0	CacheMisses	5
61	1	CacheHits	0
61	1	CacheMisses	5
61	2	CacheHits	0
61	2	CacheMisses	5
61	3	CacheHits	0
61	3	CacheMisses	5
61.5	0	CacheHits	0
61.5	0	CacheMisses	5
61.5	1	CacheHits	0
61.5	1	CacheMisses	5
61.5	2	CacheHits	0
61.5	2	CacheMisses	5
61.5	3	CacheHits	0
61.5	3	CacheMisses	5
62	0	CacheHits	0
62	0	CacheMisses	5
62	1	CacheHits	0
62	1	CacheMisses	5
62	2	CacheHits	0
62	2	CacheMisses	5
62	3	CacheHits	0
62	3	CacheMisses	5
62.5	0	CacheHits	0
62.5	0	CacheMisses	5
62.5	1	CacheHits	0
62.5	1	CacheMisses	5
62.5	2	CacheHits	0
62.5	2	CacheMisses	5
62.5	3	CacheHits	0
62.5	3	CacheMisses	5
63	0	CacheHits	0
63	0	CacheMisses	5
63	1	CacheHits	0
63	1	CacheMisses	5
63	2	CacheHits	0
63	2	CacheMisses	5
63	3	CacheHits	0
63	3	CacheMisses	5
63.5	0	CacheHits	0
63.5	0	CacheMisses	5
63.5	1	CacheHits	0
63.5	1	CacheMisses	5
63.5	2	CacheHits	0
63.5	2	CacheMisses	5
63.5	3	CacheHits	0
63.5	3	CacheMisses	5
64	0	CacheHits	0
64	0	CacheMisses	5
64	1	CacheHits	0
64	1	CacheMisses	5
64	2	CacheHits	0
64	2	CacheMisses	5
64	3	CacheHits	0
64	3	CacheMisses	5
64.5	0	CacheHits	0
64.5	0	CacheMisses	5
64.5	1	CacheHits	0
64.5	1	CacheMisses	5
64.5	2	CacheHits	0
64.5	2	CacheMisses	5
64.5	3	CacheHits	0
